candidato,criterio_match,id,marca,modelo_consulta,motivo,nivel_match,passou
UNO MILLE FIRE ECONOMY 2 PORTAS,versoes_equivalentes,2012 | FIAT | UNO | MILLE FIRE ECONOMY 2 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Uno Mille Fire Economy 2 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, MILLE, UNO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
CONTINENTAL FLYING SPUR,exato,2013 | BENTLEY | CONTINENTAL | FLYING SPUR | 6 0 48V | A-8 | GASOLINA,BENTLEY,Continental FLYING SPUR 6.0-48V A-8,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CONTINENTAL, FLYING, SPUR; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível",alto,True
CONTINENTAL GT W12,exato,2013 | BENTLEY | CONTINENTAL | GT W12 | 6 0 48V | A-8 | GASOLINA,BENTLEY,Continental GT W12 6.0-48V A-8,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: W12; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CONTINENTAL GTC W12,exato,2013 | BENTLEY | CONTINENTAL | GTC W12 | 6 0 48V | A-8 | GASOLINA,BENTLEY,Continental GTC W12 6.0-48V A-8,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: W12; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
300C V6 VVT AT-8,exato,2013 | CHRYSLER | 300C | V6 VVT AT 8 | 3 6 24V | A-8 | GASOLINA,CHRYSLER,300C V6 VVT AT-8 3.6-24V A-8,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 300C; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
DS5 THP SO CHIC,exato,2013 | CITROEN | DS5 | THP SO CHIC | 1 6 16V | A-6 | GASOLINA,CITROEN,DS5 THP So Chic 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: DS5; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
C4 PICASSO BVA,exato,2013 | CITROEN | C4 PICASSO | BVA | 2 0 16V | A-4 | GASOLINA,CITROEN,C4 Picasso BVA 2.0-16V A-4,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: C4; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
FUSION HYBRID,exato,2013 | FORD | FUSION | HYBRID | 2 0 16V | CVT | GASOLINA,FORD,Fusion Hybrid 2.0-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FUSION; designação comercial exata; modelo/família compatível; híbrido convencional compatível; motor compatível; transmissão compatível,alto,True
FOCUS HATCH GL,exato,2013 | FORD | FOCUS HATCH | GL | 1 6 16V | M-5 | FLEX,FORD,Focus Hatch GL 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FOCUS HATCH GLX,exato,2013 | FORD | FOCUS HATCH | GLX | 1 6 16V | M-5 | FLEX,FORD,Focus Hatch GLX 1.6-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS, GLX; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
FOCUS SEDAN GL,exato,2013 | FORD | FOCUS SEDAN | GL | 1 6 16V | M-5 | FLEX,FORD,Focus Sedan GL 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FOCUS SEDAN GLX,exato,2013 | FORD | FOCUS SEDAN | GLX | 1 6 16V | M-5 | FLEX,FORD,Focus Sedan GLX 1.6-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS, GLX; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
FOCUS HATCH GLX,exato,2013 | FORD | FOCUS HATCH | GLX | 2 0 16V | M-5 | FLEX,FORD,Focus Hatch GLX 2.0-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS, GLX; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
FOCUS HATCH TITANIUM,exato,2013 | FORD | FOCUS HATCH | TITANIUM | 2 0 16V | M-5 | FLEX,FORD,Focus Hatch Titanium 2.0-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FOCUS SEDAN GLX,exato,2013 | FORD | FOCUS SEDAN | GLX | 2 0 16V | M-5 | FLEX,FORD,Focus Sedan GLX 2.0-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS, GLX; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
FOCUS HATCH GLX,exato,2013 | FORD | FOCUS HATCH | GLX | 2 0 16V | A-4 | FLEX,FORD,Focus Hatch GLX 2.0-16V A-4,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS, GLX; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
FOCUS HATCH TITANIUM,exato,2013 | FORD | FOCUS HATCH | TITANIUM | 2 0 16V | A-4 | FLEX,FORD,Focus Hatch Titanium 2.0-16V A-4,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FOCUS SEDAN GLX,exato,2013 | FORD | FOCUS SEDAN | GLX | 2 0 16V | A-4 | FLEX,FORD,Focus Sedan GLX 2.0-16V A-4,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS, GLX; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
FOCUS SEDAN TITANIUM,exato,2013 | FORD | FOCUS SEDAN | TITANIUM | 2 0 16V | A-4 | FLEX,FORD,Focus Sedan Titanium 2.0-16V A-4,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
NEW FOCUS HATCH S,exato,2013 | FORD | NEW FOCUS HATCH | S | 1 6 16V | M-5 | FLEX,FORD,New Focus Hatch S 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
NEW FOCUS HATCH SE,exato,2013 | FORD | NEW FOCUS HATCH | SE | 1 6 16V | M-5 | FLEX,FORD,New Focus Hatch SE 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
NEW FOCUS HATCH S,exato,2013 | FORD | NEW FOCUS HATCH | S | 1 6 16V | DCT-6 | FLEX,FORD,New Focus Hatch S 1.6-16V DCT-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
NEW FOCUS HATCH SE,exato,2013 | FORD | NEW FOCUS HATCH | SE | 1 6 16V | DCT-6 | FLEX,FORD,New Focus Hatch SE 1.6-16V DCT-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
NEW FOCUS HATCH S,exato,2013 | FORD | NEW FOCUS HATCH | S | 2 0 16V | DCT-6 | FLEX,FORD,New Focus Hatch S 2.0-16V DCT-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
NEW FOCUS HATCH SE,exato,2013 | FORD | NEW FOCUS HATCH | SE | 2 0 16V | DCT-6 | FLEX,FORD,New Focus Hatch SE 2.0-16V DCT-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FOCUS HATCH TITANIUM,exato,2013 | FORD | NEW FOCUS HATCH | TITANIUM | 2 0 16V | DCT-6 | FLEX,FORD,New Focus Hatch Titanium 2.0-16V DCT-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
NEW FOCUS SEDAN S,exato,2013 | FORD | NEW FOCUS SEDAN | S | 2 0 16V | DCT-6 | FLEX,FORD,New Focus Sedan S 2.0-16V DCT-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
NEW FOCUS SEDAN SE,exato,2013 | FORD | NEW FOCUS SEDAN | SE | 2 0 16V | DCT-6 | FLEX,FORD,New Focus Sedan SE 2.0-16V DCT-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FOCUS SEDAN TITANIUM,exato,2013 | FORD | NEW FOCUS SEDAN | TITANIUM | 2 0 16V | DCT-6 | FLEX,FORD,New Focus Sedan Titanium 2.0-16V DCT-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FOCUS; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
7 MT,exato,2013 | HAIMA | 7 | MT | 2 0 16V | M-5 | GASOLINA,HAIMA,7 MT 2.0-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CIVIC LXS,exato,2013 | HONDA | CIVIC | LXS | 1 8 16V | M-6 | FLEX,HONDA,Civic LXS 1.8-16V M-6,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CIVIC, LXS; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
CIVIC LXS,exato,2013 | HONDA | CIVIC | LXS | 1 8 16V | A-5 | FLEX,HONDA,Civic LXS 1.8-16V A-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CIVIC, LXS; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
CIVIC LXR,exato,2013 | HONDA | CIVIC | LXR | 2 0 16V | A-5 | FLEX,HONDA,Civic LXR 2.0-16V A-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CIVIC, LXR; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
CIVIC EXR,exato,2013 | HONDA | CIVIC | EXR | 2 0 16V | A-5 | FLEX,HONDA,Civic EXR 2.0-16V A-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CIVIC, EXR; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
"AZERA 3,0 V6",exato,2013 | HYUNDAI | AZERA | 3 0 V6 | 3 0 24V | A-6 | GASOLINA,HYUNDAI,"Azera 3,0 V6 3.0-24V A-6",marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: AZERA; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
"SONATA 2,4",exato,2013 | HYUNDAI | SONATA | 2 4 | 2 4 16V | A-6 | GASOLINA,HYUNDAI,"Sonata 2,4 2.4-16V A-6",marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SONATA; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
J5 -,exato,2013 | JAC | J5 |  | 1 5 16V | M-5 | GASOLINA,JAC,J5 - 1.5-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: J5; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
XF LUXURY,exato,2013 | JAGUAR | XF | LUXURY | 2 0 16V | A-8 | GASOLINA,JAGUAR,XF Luxury 2.0-16V A-8,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: LUXURY; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
XF PLUXURY,exato,2013 | JAGUAR | XF | PLUXURY | 2 0 16V | A-8 | GASOLINA,JAGUAR,XF PLuxury 2.0-16V A-8,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: PLUXURY; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO EX3,exato,2013 | KIA | CERATO | EX3 | 1 6 16V | M-6 | GASOLINA,KIA,Cerato EX3 1.6-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: EX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO LX3,exato,2013 | KIA | CERATO | LX3 | 1 6 16V | M-6 | GASOLINA,KIA,Cerato LX3 1.6-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: LX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO SX3,exato,2013 | KIA | CERATO | SX3 | 1 6 16V | M-6 | GASOLINA,KIA,Cerato SX3 1.6-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: SX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO EX3,exato,2013 | KIA | CERATO | EX3 | 1 6 16V | A-6 | GASOLINA,KIA,Cerato EX3 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: EX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO LX3,exato,2013 | KIA | CERATO | LX3 | 1 6 16V | A-6 | GASOLINA,KIA,Cerato LX3 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: LX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO SX3,exato,2013 | KIA | CERATO | SX3 | 1 6 16V | A-6 | GASOLINA,KIA,Cerato SX3 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: SX3; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
CERATO EX3,exato,2013 | KIA | CERATO | EX3 | 1 6 16V | M-6 | FLEX,KIA,Cerato EX3 1.6-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: EX3; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
CERATO LX3,exato,2013 | KIA | CERATO | LX3 | 1 6 16V | M-6 | FLEX,KIA,Cerato LX3 1.6-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: LX3; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
CERATO SX3,exato,2013 | KIA | CERATO | SX3 | 1 6 16V | M-6 | FLEX,KIA,Cerato SX3 1.6-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: SX3; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
CERATO EX3,exato,2013 | KIA | CERATO | EX3 | 1 6 16V | A-6 | FLEX,KIA,Cerato EX3 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: EX3; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
CERATO LX3,exato,2013 | KIA | CERATO | LX3 | 1 6 16V | A-6 | FLEX,KIA,Cerato LX3 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: LX3; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
CERATO SX3,exato,2013 | KIA | CERATO | SX3 | 1 6 16V | A-6 | FLEX,KIA,Cerato SX3 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: SX3; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
OPTIMA EX,exato,2013 | KIA | OPTIMA | EX | 2 4 16V | A-6 | GASOLINA,KIA,Optima EX 2.4-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: OPTIMA; designação comercial exata; modelo/família compatível; combustível gasolina compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
C 180 TURBO SPORT,exato,2013 | MERCEDES BENZ | C 180 | TURBO SPORT | 1 6 16V | A-7 | GASOLINA,MERCEDES BENZ,C 180 Turbo Sport 1.6-16V A-7,"marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 180, C180; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível gasolina compatível; versão/acabamento compatível; motor compatível; transmissão compatível",alto,True
C 180 TURBO COUPÉ SPORT,exato,2013 | MERCEDES BENZ | C 180 | TURBO COUPE SPORT | 1 6 16V | A-7 | GASOLINA,MERCEDES BENZ,C 180 Turbo Coupé Sport 1.6-16V A-7,"marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 180, C180; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível gasolina compatível; versão/acabamento compatível; motor compatível; transmissão compatível",alto,True
C 180 TURBO TOURING SPORT,exato,2013 | MERCEDES BENZ | C 180 | TURBO TOURING SPORT | 1 6 16V | A-7 | GASOLINA,MERCEDES BENZ,C 180 Turbo Touring Sport 1.6-16V A-7,"marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 180, C180; carroceria compatível; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível gasolina compatível; versão/acabamento compatível; motor compatível; transmissão compatível",alto,True
LANCER GT,exato,2013 | MITSUBISHI | LANCER | GT | 2 0 16V | CVT | GASOLINA,MITSUBISHI,Lancer GT 2.0-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: LANCER; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
LANCER -,exato,2013 | MITSUBISHI | LANCER |  | 2 0 16V | M-5 | GASOLINA,MITSUBISHI,Lancer - 2.0-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: LANCER; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
SENTRA 20,exato,2013 | NISSAN | SENTRA | 20 | 2 0 16V | CVT | FLEX,NISSAN,Sentra 20 2.0-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SENTRA; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
SENTRA 20S,exato,2013 | NISSAN | SENTRA | 20S | 2 0 16V | CVT | FLEX,NISSAN,Sentra 20S 2.0-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 20S; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
SENTRA 20SL,exato,2013 | NISSAN | SENTRA | 20SL | 2 0 16V | CVT | FLEX,NISSAN,Sentra 20SL 2.0-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 20SL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
NOVO SENTRA 20S,exato,2013 | NISSAN | NOVO SENTRA | 20S | 2 0 16V | M-6 | FLEX,NISSAN,Novo Sentra 20S 2.0-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 20S; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
NOVO SENTRA 20SV,exato,2013 | NISSAN | NOVO SENTRA | 20SV | 2 0 16V | M-6 | FLEX,NISSAN,Novo Sentra 20SV 2.0-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 20SV; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
NOVO SENTRA 20SR,exato,2013 | NISSAN | NOVO SENTRA | 20SR | 2 0 16V | M-6 | FLEX,NISSAN,Novo Sentra 20SR 2.0-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 20SR; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
SENTRA 20S,exato,2013 | NISSAN | NOVO SENTRA | 20S CVT | 2 0 16V | CVT | FLEX,NISSAN,Novo Sentra 20S CVT 2.0-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 20S; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
NOVO SENTRA 20SV CVT,exato,2013 | NISSAN | NOVO SENTRA | 20SV CVT | 2 0 16V | CVT | FLEX,NISSAN,Novo Sentra 20SV CVT 2.0-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 20SV; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
SENTRA 20SL,exato,2013 | NISSAN | NOVO SENTRA | 20SL CVT | 2 0 16V | CVT | FLEX,NISSAN,Novo Sentra 20SL CVT 2.0-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 20SL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
NOVO SENTRA 20SR CVT,exato,2013 | NISSAN | NOVO SENTRA | 20SR CVT | 2 0 16V | CVT | FLEX,NISSAN,Novo Sentra 20SR CVT 2.0-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 20SR; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
NOVO SENTRA SPECIAL,exato,2013 | NISSAN | NOVO SENTRA | SPECIAL | 2 0 16V | CVT | FLEX,NISSAN,Novo Sentra Special 2.0-16V CVT,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SENTRA, SPECIAL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
NOVO SENTRA UNIQUE,exato,2013 | NISSAN | NOVO SENTRA | UNIQUE | 2 0 16V | CVT | FLEX,NISSAN,Novo Sentra Unique 2.0-16V CVT,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SENTRA, UNIQUE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
NOVO SENTRA 20 RIO,exato,2013 | NISSAN | NOVO SENTRA | 20 RIO | 2 0 16V | CVT | FLEX,NISSAN,Novo Sentra 20 Rio 2.0-16V CVT,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: RIO, SENTRA; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
ALTIMA 25SV,exato,2013 | NISSAN | ALTIMA | 25SV | 2 5 16V | CVT | GASOLINA,NISSAN,Altima 25SV 2.5-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 25SV; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
ALTIMA 25SL,exato,2013 | NISSAN | ALTIMA | 25SL | 2 5 16V | CVT | GASOLINA,NISSAN,Altima 25SL 2.5-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 25SL; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
ALTIMA 25SE,exato,2013 | NISSAN | ALTIMA | 25SE | 2 5 16V | CVT | GASOLINA,NISSAN,Altima 25SE 2.5-16V CVT,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 25SE; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
ALTIMA UNIQUE,exato,2013 | NISSAN | ALTIMA | UNIQUE | 2 5 16V | CVT | GASOLINA,NISSAN,Altima Unique 2.5-16V CVT,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ALTIMA, UNIQUE; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível",alto,True
3008 THP ALLURE,exato,2013 | PEUGEOT | 3008 | THP ALLURE | 1 6 16V | A-6 | GASOLINA,PEUGEOT,3008 THP Allure 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 3008; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
3008 THP GRIFFE,exato,2013 | PEUGEOT | 3008 | THP GRIFFE | 1 6 16V | A-6 | GASOLINA,PEUGEOT,3008 THP Griffe 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 3008; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
RCZ THP,exato,2013 | PEUGEOT | RCZ | THP | 1 6 16V | A-6 | GASOLINA,PEUGEOT,RCZ THP 1.6-16V A-6,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: RCZ, THP; designação comercial exata; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível",alto,True
308 CC THP ACTIVE,exato,2013 | PEUGEOT | 308 CC | THP ACTIVE | 1 6 16V | A-6 | GASOLINA,PEUGEOT,308 CC THP Active 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; token forte de modelo compatível: 308; designação comercial exata; número/modelo compatível; modelo/família compatível; combustível gasolina compatível; motor compatível; transmissão compatível,alto,True
